"","Cell","Organism","Attribute","Value","Nlevel"
"533",13,"27","StoredNitrogen",0.022016,"low"
"534",14,"27","StoredNitrogen",0.021992,"low"
"535",15,"27","StoredNitrogen",0.046391,"low"
"536",16,"27","StoredNitrogen",0.049056,"low"
"537",17,"27","StoredNitrogen",0.086682,"low"
"538",18,"27","StoredNitrogen",0.072053,"low"
"539",19,"27","StoredNitrogen",0.081027,"low"
"540",20,"27","StoredNitrogen",1.4311,"low"
"541",1,"28","StoredNitrogen",0.79969,"low"
"542",2,"28","StoredNitrogen",0.080365,"low"
"543",3,"28","StoredNitrogen",0.026527,"low"
"544",4,"28","StoredNitrogen",0.026213,"low"
"545",5,"28","StoredNitrogen",0.03047,"low"
"546",6,"28","StoredNitrogen",0.030419,"low"
"547",7,"28","StoredNitrogen",0.038299,"low"
"548",8,"28","StoredNitrogen",0.038292,"low"
"549",9,"28","StoredNitrogen",0.045289,"low"
"550",10,"28","StoredNitrogen",0.070677,"low"
"551",11,"28","StoredNitrogen",0.019924,"low"
"552",12,"28","StoredNitrogen",0.019924,"low"
"553",13,"28","StoredNitrogen",0.043056,"low"
"554",14,"28","StoredNitrogen",0.040688,"low"
"555",15,"28","StoredNitrogen",0.042102,"low"
"556",16,"28","StoredNitrogen",0.041152,"low"
"557",17,"28","StoredNitrogen",0.042269,"low"
"558",18,"28","StoredNitrogen",0.074442,"low"
"559",19,"28","StoredNitrogen",0.092628,"low"
"560",20,"28","StoredNitrogen",1.3156,"low"
"561",1,"29","StoredNitrogen",0.73459,"low"
"562",2,"29","StoredNitrogen",0.053824,"low"
"563",3,"29","StoredNitrogen",0.051579,"low"
"564",4,"29","StoredNitrogen",0.031991,"low"
"565",5,"29","StoredNitrogen",0.031621,"low"
"566",6,"29","StoredNitrogen",0.040501,"low"
"567",7,"29","StoredNitrogen",0.040501,"low"
"568",8,"29","StoredNitrogen",0.04322,"low"
"569",9,"29","StoredNitrogen",0.023483,"low"
"570",10,"29","StoredNitrogen",0.02362,"low"
"571",11,"29","StoredNitrogen",0.086992,"low"
"572",12,"29","StoredNitrogen",0.048923,"low"
"573",13,"29","StoredNitrogen",0.043167,"low"
"574",14,"29","StoredNitrogen",0.043944,"low"
"575",15,"29","StoredNitrogen",0.041433,"low"
"576",16,"29","StoredNitrogen",0.041509,"low"
"577",17,"29","StoredNitrogen",0.074921,"low"
"578",18,"29","StoredNitrogen",0.060071,"low"
"579",19,"29","StoredNitrogen",0.061415,"low"
"580",20,"29","StoredNitrogen",1.3758,"low"
"581",1,"30","StoredNitrogen",1.431,"low"
"582",2,"30","StoredNitrogen",0.11103,"low"
"583",3,"30","StoredNitrogen",0.089347,"low"
"584",4,"30","StoredNitrogen",0.058173,"low"
"585",5,"30","StoredNitrogen",0.056068,"low"
"586",6,"30","StoredNitrogen",0.026755,"low"
"587",7,"30","StoredNitrogen",0.026761,"low"
"588",8,"30","StoredNitrogen",0.048587,"low"
"589",9,"30","StoredNitrogen",0.038797,"low"
"590",10,"30","StoredNitrogen",0.038797,"low"
"591",11,"30","StoredNitrogen",0.04498,"low"
"592",12,"30","StoredNitrogen",0.022025,"low"
"593",13,"30","StoredNitrogen",0.022025,"low"
"594",14,"30","StoredNitrogen",0.041834,"low"
"595",15,"30","StoredNitrogen",0.042273,"low"
"596",16,"30","StoredNitrogen",0.032607,"low"
"597",17,"30","StoredNitrogen",0.03263,"low"
"598",18,"30","StoredNitrogen",0.048855,"low"
"599",19,"30","StoredNitrogen",0.053599,"low"
"600",20,"30","StoredNitrogen",0.74098,"low"
"601",1,"1","FixedCarbon",0.12677,"low"
"602",2,"1","FixedCarbon",0.4594,"low"
"603",3,"1","FixedCarbon",0.40579,"low"
"604",4,"1","FixedCarbon",0.32646,"low"
"605",5,"1","FixedCarbon",0.32171,"low"
"606",6,"1","FixedCarbon",0.49191,"low"
"607",7,"1","FixedCarbon",0.47283,"low"
"608",8,"1","FixedCarbon",0.3841,"low"
"609",9,"1","FixedCarbon",0.42104,"low"
"610",10,"1","FixedCarbon",0.47047,"low"
"611",11,"1","FixedCarbon",0.79888,"low"
"612",12,"1","FixedCarbon",0.42855,"low"
"613",13,"1","FixedCarbon",0.42855,"low"
"614",14,"1","FixedCarbon",0.39438,"low"
"615",15,"1","FixedCarbon",0.39102,"low"
"616",16,"1","FixedCarbon",0.37664,"low"
"617",17,"1","FixedCarbon",0.3694,"low"
"618",18,"1","FixedCarbon",0.41729,"low"
"619",19,"1","FixedCarbon",0.41922,"low"
"620",20,"1","FixedCarbon",0.18806,"low"
"621",1,"2","FixedCarbon",0.1301,"low"
"622",2,"2","FixedCarbon",0.26796,"low"
"623",3,"2","FixedCarbon",0.26796,"low"
"624",4,"2","FixedCarbon",0.45837,"low"
"625",5,"2","FixedCarbon",0.53495,"low"
"626",6,"2","FixedCarbon",0.44618,"low"
"627",7,"2","FixedCarbon",0.4649,"low"
"628",8,"2","FixedCarbon",0.44314,"low"
"629",9,"2","FixedCarbon",0.52658,"low"
"630",10,"2","FixedCarbon",0.51108,"low"
"631",11,"2","FixedCarbon",0.77967,"low"
"632",12,"2","FixedCarbon",0.53391,"low"
"633",13,"2","FixedCarbon",0.48871,"low"
"634",14,"2","FixedCarbon",0.45556,"low"
"635",15,"2","FixedCarbon",0.43476,"low"
"636",16,"2","FixedCarbon",0.34143,"low"
"637",17,"2","FixedCarbon",0.34027,"low"
"638",18,"2","FixedCarbon",0.34326,"low"
"639",19,"2","FixedCarbon",0.34297,"low"
"640",20,"2","FixedCarbon",0.18106,"low"
"641",1,"3","FixedCarbon",0.15549,"low"
"642",2,"3","FixedCarbon",0.4439,"low"
"643",3,"3","FixedCarbon",0.47824,"low"
"644",4,"3","FixedCarbon",0.32974,"low"
"645",5,"3","FixedCarbon",0.32974,"low"
"646",6,"3","FixedCarbon",0.78065,"low"
"647",7,"3","FixedCarbon",0.48124,"low"
"648",8,"3","FixedCarbon",0.51608,"low"
"649",9,"3","FixedCarbon",0.86654,"low"
"650",10,"3","FixedCarbon",0.4537,"low"
"651",11,"3","FixedCarbon",0.43424,"low"
"652",12,"3","FixedCarbon",0.67022,"low"
"653",13,"3","FixedCarbon",0.5421,"low"
"654",14,"3","FixedCarbon",0.3064,"low"
"655",15,"3","FixedCarbon",0.3064,"low"
"656",16,"3","FixedCarbon",0.30408,"low"
"657",17,"3","FixedCarbon",0.30253,"low"
"658",18,"3","FixedCarbon",0.34825,"low"
"659",19,"3","FixedCarbon",0.35474,"low"
"660",20,"3","FixedCarbon",0.13263,"low"
"661",1,"4","FixedCarbon",0.12602,"low"
"662",2,"4","FixedCarbon",0.27256,"low"
"663",3,"4","FixedCarbon",0.27256,"low"
"664",4,"4","FixedCarbon",0.4761,"low"
"665",5,"4","FixedCarbon",0.34649,"low"
"666",6,"4","FixedCarbon",0.32224,"low"
"667",7,"4","FixedCarbon",0.45052,"low"
"668",8,"4","FixedCarbon",0.51936,"low"
"669",9,"4","FixedCarbon",0.57183,"low"
"670",10,"4","FixedCarbon",0.69059,"low"
"671",11,"4","FixedCarbon",0.57961,"low"
"672",12,"4","FixedCarbon",0.5216,"low"
"673",13,"4","FixedCarbon",0.48587,"low"
"674",14,"4","FixedCarbon",0.46418,"low"
"675",15,"4","FixedCarbon",0.429,"low"
"676",16,"4","FixedCarbon",0.43675,"low"
"677",17,"4","FixedCarbon",0.39963,"low"
"678",18,"4","FixedCarbon",0.48662,"low"
"679",19,"4","FixedCarbon",0.48806,"low"
"680",20,"4","FixedCarbon",0.16946,"low"
"681",1,"5","FixedCarbon",0.12742,"low"
"682",2,"5","FixedCarbon",0.32829,"low"
"683",3,"5","FixedCarbon",0.32904,"low"
"684",4,"5","FixedCarbon",0.46253,"low"
"685",5,"5","FixedCarbon",0.38225,"low"
"686",6,"5","FixedCarbon",0.39208,"low"
"687",7,"5","FixedCarbon",0.45994,"low"
"688",8,"5","FixedCarbon",0.58593,"low"
"689",9,"5","FixedCarbon",0.73604,"low"
"690",10,"5","FixedCarbon",0.52352,"low"
"691",11,"5","FixedCarbon",0.65918,"low"
"692",12,"5","FixedCarbon",0.59508,"low"
"693",13,"5","FixedCarbon",0.43352,"low"
"694",14,"5","FixedCarbon",0.43352,"low"
"695",15,"5","FixedCarbon",0.44996,"low"
"696",16,"5","FixedCarbon",0.4261,"low"
"697",17,"5","FixedCarbon",0.6407,"low"
"698",18,"5","FixedCarbon",0.57793,"low"
"699",19,"5","FixedCarbon",0.55727,"low"
"700",20,"5","FixedCarbon",0.13741,"low"
"701",1,"6","FixedCarbon",0.25248,"low"
"702",2,"6","FixedCarbon",0.43626,"low"
"703",3,"6","FixedCarbon",0.46417,"low"
"704",4,"6","FixedCarbon",0.46435,"low"
"705",5,"6","FixedCarbon",0.6629,"low"
"706",6,"6","FixedCarbon",0.7389,"low"
"707",7,"6","FixedCarbon",0.99868,"low"
"708",8,"6","FixedCarbon",0.45266,"low"
"709",9,"6","FixedCarbon",0.3779,"low"
"710",10,"6","FixedCarbon",0.3661,"low"
"711",11,"6","FixedCarbon",0.30202,"low"
"712",12,"6","FixedCarbon",0.30202,"low"
"713",13,"6","FixedCarbon",0.42553,"low"
"714",14,"6","FixedCarbon",0.45998,"low"
"715",15,"6","FixedCarbon",0.59126,"low"
"716",16,"6","FixedCarbon",0.67822,"low"
"717",17,"6","FixedCarbon",0.82167,"low"
"718",18,"6","FixedCarbon",0.51973,"low"
"719",19,"6","FixedCarbon",0.54644,"low"
"720",20,"6","FixedCarbon",0.34063,"low"
"721",1,"7","FixedCarbon",0.13084,"low"
"722",2,"7","FixedCarbon",0.49913,"low"
"723",3,"7","FixedCarbon",0.45786,"low"
"724",4,"7","FixedCarbon",0.36234,"low"
"725",5,"7","FixedCarbon",0.37247,"low"
"726",6,"7","FixedCarbon",0.44438,"low"
"727",7,"7","FixedCarbon",0.47505,"low"
"728",8,"7","FixedCarbon",0.68499,"low"
"729",9,"7","FixedCarbon",0.44714,"low"
"730",10,"7","FixedCarbon",0.46177,"low"
"731",11,"7","FixedCarbon",0.68158,"low"
"732",12,"7","FixedCarbon",0.76264,"low"
"733",13,"7","FixedCarbon",0.44088,"low"
"734",14,"7","FixedCarbon",0.69508,"low"
"735",15,"7","FixedCarbon",0.60006,"low"
"736",16,"7","FixedCarbon",0.57578,"low"
"737",17,"7","FixedCarbon",0.27792,"low"
"738",18,"7","FixedCarbon",0.27792,"low"
"739",19,"7","FixedCarbon",0.5658,"low"
"740",20,"7","FixedCarbon",0.1492,"low"
"741",1,"8","FixedCarbon",0.17347,"low"
"742",2,"8","FixedCarbon",0.27822,"low"
"743",3,"8","FixedCarbon",0.27822,"low"
"744",4,"8","FixedCarbon",0.48294,"low"
"745",5,"8","FixedCarbon",0.3886,"low"
"746",6,"8","FixedCarbon",0.40298,"low"
"747",7,"8","FixedCarbon",0.43599,"low"
"748",8,"8","FixedCarbon",0.46635,"low"
"749",9,"8","FixedCarbon",0.74852,"low"
"750",10,"8","FixedCarbon",0.46183,"low"
"751",11,"8","FixedCarbon",0.46977,"low"
"752",12,"8","FixedCarbon",0.42316,"low"
"753",13,"8","FixedCarbon",0.44177,"low"
"754",14,"8","FixedCarbon",0.63888,"low"
"755",15,"8","FixedCarbon",0.60146,"low"
"756",16,"8","FixedCarbon",0.36668,"low"
"757",17,"8","FixedCarbon",0.38307,"low"
"758",18,"8","FixedCarbon",0.48387,"low"
"759",19,"8","FixedCarbon",0.49087,"low"
"760",20,"8","FixedCarbon",0.13763,"low"
"761",1,"9","FixedCarbon",0.12426,"low"
"762",2,"9","FixedCarbon",0.50546,"low"
"763",3,"9","FixedCarbon",0.42304,"low"
"764",4,"9","FixedCarbon",0.30822,"low"
"765",5,"9","FixedCarbon",0.29752,"low"
"766",6,"9","FixedCarbon",0.54447,"low"
"767",7,"9","FixedCarbon",0.547,"low"
"768",8,"9","FixedCarbon",0.7062,"low"
"769",9,"9","FixedCarbon",0.45344,"low"
"770",10,"9","FixedCarbon",0.85922,"low"
"771",11,"9","FixedCarbon",0.52146,"low"
"772",12,"9","FixedCarbon",0.48256,"low"
"773",13,"9","FixedCarbon",0.49218,"low"
"774",14,"9","FixedCarbon",0.48564,"low"
"775",15,"9","FixedCarbon",0.37132,"low"
"776",16,"9","FixedCarbon",0.37124,"low"
"777",17,"9","FixedCarbon",0.49825,"low"
"778",18,"9","FixedCarbon",0.27926,"low"
"779",19,"9","FixedCarbon",0.27926,"low"
"780",20,"9","FixedCarbon",0.16226,"low"
"781",1,"10","FixedCarbon",0.17904,"low"
"782",2,"10","FixedCarbon",0.29855,"low"
"783",3,"10","FixedCarbon",0.34672,"low"
"784",4,"10","FixedCarbon",0.34672,"low"
"785",5,"10","FixedCarbon",0.61259,"low"
"786",6,"10","FixedCarbon",0.67997,"low"
"787",7,"10","FixedCarbon",0.66199,"low"
"788",8,"10","FixedCarbon",0.59841,"low"
"789",9,"10","FixedCarbon",0.378,"low"
"790",10,"10","FixedCarbon",0.40218,"low"
"791",11,"10","FixedCarbon",0.41111,"low"
"792",12,"10","FixedCarbon",0.47659,"low"
"793",13,"10","FixedCarbon",0.35273,"low"
"794",14,"10","FixedCarbon",0.37869,"low"
"795",15,"10","FixedCarbon",0.35644,"low"
"796",16,"10","FixedCarbon",0.40664,"low"
"797",17,"10","FixedCarbon",0.39675,"low"
"798",18,"10","FixedCarbon",0.53684,"low"
"799",19,"10","FixedCarbon",0.56184,"low"
"800",20,"10","FixedCarbon",0.13961,"low"
"801",1,"11","FixedCarbon",0.13092,"low"
"802",2,"11","FixedCarbon",0.45746,"low"
"803",3,"11","FixedCarbon",0.4664,"low"
"804",4,"11","FixedCarbon",0.37652,"low"
"805",5,"11","FixedCarbon",0.36141,"low"
"806",6,"11","FixedCarbon",0.60257,"low"
"807",7,"11","FixedCarbon",0.35716,"low"
"808",8,"11","FixedCarbon",0.36071,"low"
"809",9,"11","FixedCarbon",0.39745,"low"
"810",10,"11","FixedCarbon",0.4637,"low"
"811",11,"11","FixedCarbon",0.44123,"low"
"812",12,"11","FixedCarbon",0.44123,"low"
"813",13,"11","FixedCarbon",0.75595,"low"
"814",14,"11","FixedCarbon",0.55633,"low"
"815",15,"11","FixedCarbon",0.5316,"low"
"816",16,"11","FixedCarbon",0.33485,"low"
"817",17,"11","FixedCarbon",0.33369,"low"
"818",18,"11","FixedCarbon",0.37266,"low"
"819",19,"11","FixedCarbon",0.38234,"low"
"820",20,"11","FixedCarbon",0.17552,"low"
"821",1,"12","FixedCarbon",0.14277,"low"
"822",2,"12","FixedCarbon",0.41813,"low"
"823",3,"12","FixedCarbon",0.39545,"low"
"824",4,"12","FixedCarbon",0.6122,"low"
"825",5,"12","FixedCarbon",0.39733,"low"
"826",6,"12","FixedCarbon",0.41249,"low"
"827",7,"12","FixedCarbon",0.46434,"low"
"828",8,"12","FixedCarbon",0.49831,"low"
"829",9,"12","FixedCarbon",0.86889,"low"
"830",10,"12","FixedCarbon",0.48406,"low"
"831",11,"12","FixedCarbon",0.42057,"low"
"832",12,"12","FixedCarbon",0.39014,"low"
"833",13,"12","FixedCarbon",0.6158,"low"
"834",14,"12","FixedCarbon",0.4899,"low"
"835",15,"12","FixedCarbon",0.37801,"low"
"836",16,"12","FixedCarbon",0.36525,"low"
"837",17,"12","FixedCarbon",0.45884,"low"
"838",18,"12","FixedCarbon",0.26767,"low"
"839",19,"12","FixedCarbon",0.26767,"low"
"840",20,"12","FixedCarbon",0.1394,"low"
"841",1,"13","FixedCarbon",0.15727,"low"
"842",2,"13","FixedCarbon",0.29629,"low"
"843",3,"13","FixedCarbon",0.2972,"low"
"844",4,"13","FixedCarbon",0.53323,"low"
"845",5,"13","FixedCarbon",0.67867,"low"
"846",6,"13","FixedCarbon",0.4526,"low"
"847",7,"13","FixedCarbon",0.48141,"low"
"848",8,"13","FixedCarbon",0.49388,"low"
"849",9,"13","FixedCarbon",0.48967,"low"
"850",10,"13","FixedCarbon",0.67332,"low"
"851",11,"13","FixedCarbon",0.68908,"low"
"852",12,"13","FixedCarbon",0.4245,"low"
"853",13,"13","FixedCarbon",0.34876,"low"
"854",14,"13","FixedCarbon",0.34876,"low"
"855",15,"13","FixedCarbon",0.44219,"low"
"856",16,"13","FixedCarbon",0.46094,"low"
"857",17,"13","FixedCarbon",0.40829,"low"
"858",18,"13","FixedCarbon",0.34083,"low"
"859",19,"13","FixedCarbon",0.34504,"low"
"860",20,"13","FixedCarbon",0.12887,"low"
"861",1,"14","FixedCarbon",0.16613,"low"
"862",2,"14","FixedCarbon",0.51368,"low"
"863",3,"14","FixedCarbon",0.52615,"low"
"864",4,"14","FixedCarbon",0.61647,"low"
"865",5,"14","FixedCarbon",0.56544,"low"
"866",6,"14","FixedCarbon",0.53859,"low"
"867",7,"14","FixedCarbon",0.75749,"low"
"868",8,"14","FixedCarbon",0.84284,"low"
"869",9,"14","FixedCarbon",0.59558,"low"
"870",10,"14","FixedCarbon",0.53491,"low"
"871",11,"14","FixedCarbon",0.46915,"low"
"872",12,"14","FixedCarbon",0.61352,"low"
"873",13,"14","FixedCarbon",0.53085,"low"
"874",14,"14","FixedCarbon",0.37215,"low"
"875",15,"14","FixedCarbon",0.39698,"low"
"876",16,"14","FixedCarbon",0.30452,"low"
"877",17,"14","FixedCarbon",0.32979,"low"
"878",18,"14","FixedCarbon",0.29482,"low"
"879",19,"14","FixedCarbon",0.29482,"low"
"880",20,"14","FixedCarbon",0.13733,"low"
"881",1,"15","FixedCarbon",0.13162,"low"
"882",2,"15","FixedCarbon",0.27099,"low"
"883",3,"15","FixedCarbon",0.27099,"low"
"884",4,"15","FixedCarbon",0.47447,"low"
"885",5,"15","FixedCarbon",0.31044,"low"
"886",6,"15","FixedCarbon",0.30871,"low"
"887",7,"15","FixedCarbon",0.28141,"low"
"888",8,"15","FixedCarbon",0.28591,"low"
"889",9,"15","FixedCarbon",0.54412,"low"
"890",10,"15","FixedCarbon",0.38435,"low"
"891",11,"15","FixedCarbon",0.39807,"low"
"892",12,"15","FixedCarbon",0.46471,"low"
"893",13,"15","FixedCarbon",0.55361,"low"
"894",14,"15","FixedCarbon",0.52788,"low"
"895",15,"15","FixedCarbon",0.86748,"low"
"896",16,"15","FixedCarbon",0.78769,"low"
"897",17,"15","FixedCarbon",0.45433,"low"
"898",18,"15","FixedCarbon",0.46672,"low"
"899",19,"15","FixedCarbon",0.64124,"low"
"900",20,"15","FixedCarbon",0.20621,"low"
"901",1,"16","FixedCarbon",0.14423,"low"
"902",2,"16","FixedCarbon",0.28083,"low"
"903",3,"16","FixedCarbon",0.28083,"low"
"904",4,"16","FixedCarbon",0.52965,"low"
"905",5,"16","FixedCarbon",0.43668,"low"
"906",6,"16","FixedCarbon",0.42796,"low"
"907",7,"16","FixedCarbon",0.34601,"low"
"908",8,"16","FixedCarbon",0.37535,"low"
"909",9,"16","FixedCarbon",0.74683,"low"
"910",10,"16","FixedCarbon",0.47923,"low"
"911",11,"16","FixedCarbon",0.45981,"low"
"912",12,"16","FixedCarbon",0.4551,"low"
"913",13,"16","FixedCarbon",0.86435,"low"
"914",14,"16","FixedCarbon",0.78885,"low"
"915",15,"16","FixedCarbon",0.45305,"low"
"916",16,"16","FixedCarbon",0.42449,"low"
"917",17,"16","FixedCarbon",0.56406,"low"
"918",18,"16","FixedCarbon",0.30651,"low"
"919",19,"16","FixedCarbon",0.30601,"low"
"920",20,"16","FixedCarbon",0.1573,"low"
"921",1,"17","FixedCarbon",0.13029,"low"
"922",2,"17","FixedCarbon",0.26771,"low"
"923",3,"17","FixedCarbon",0.26771,"low"
"924",4,"17","FixedCarbon",0.44692,"low"
"925",5,"17","FixedCarbon",0.33831,"low"
"926",6,"17","FixedCarbon",0.32667,"low"
"927",7,"17","FixedCarbon",0.47908,"low"
"928",8,"17","FixedCarbon",0.54456,"low"
"929",9,"17","FixedCarbon",0.69235,"low"
"930",10,"17","FixedCarbon",0.53313,"low"
"931",11,"17","FixedCarbon",0.80017,"low"
"932",12,"17","FixedCarbon",0.43947,"low"
"933",13,"17","FixedCarbon",0.4379,"low"
"934",14,"17","FixedCarbon",0.42644,"low"
"935",15,"17","FixedCarbon",0.40888,"low"
"936",16,"17","FixedCarbon",0.35013,"low"
"937",17,"17","FixedCarbon",0.35065,"low"
"938",18,"17","FixedCarbon",0.34697,"low"
"939",19,"17","FixedCarbon",0.34789,"low"
"940",20,"17","FixedCarbon",0.20294,"low"
"941",1,"18","FixedCarbon",0.1631,"low"
"942",2,"18","FixedCarbon",0.48864,"low"
"943",3,"18","FixedCarbon",0.47023,"low"
"944",4,"18","FixedCarbon",0.41354,"low"
"945",5,"18","FixedCarbon",0.43319,"low"
"946",6,"18","FixedCarbon",0.47697,"low"
"947",7,"18","FixedCarbon",0.52462,"low"
"948",8,"18","FixedCarbon",0.43748,"low"
"949",9,"18","FixedCarbon",0.43835,"low"
"950",10,"18","FixedCarbon",0.77651,"low"
"951",11,"18","FixedCarbon",0.54647,"low"
"952",12,"18","FixedCarbon",0.75668,"low"
"953",13,"18","FixedCarbon",0.53406,"low"
"954",14,"18","FixedCarbon",0.53682,"low"
"955",15,"18","FixedCarbon",0.34278,"low"
"956",16,"18","FixedCarbon",0.34656,"low"
"957",17,"18","FixedCarbon",0.45096,"low"
"958",18,"18","FixedCarbon",0.26659,"low"
"959",19,"18","FixedCarbon",0.26659,"low"
"960",20,"18","FixedCarbon",0.12168,"low"
"961",1,"19","FixedCarbon",0.16562,"low"
"962",2,"19","FixedCarbon",0.57891,"low"
"963",3,"19","FixedCarbon",0.31136,"low"
"964",4,"19","FixedCarbon",0.30658,"low"
"965",5,"19","FixedCarbon",0.46453,"low"
"966",6,"19","FixedCarbon",0.48602,"low"
"967",7,"19","FixedCarbon",0.45417,"low"
"968",8,"19","FixedCarbon",0.49098,"low"
"969",9,"19","FixedCarbon",0.85549,"low"
"970",10,"19","FixedCarbon",0.5783,"low"
"971",11,"19","FixedCarbon",0.40485,"low"
"972",12,"19","FixedCarbon",0.40485,"low"
"973",13,"19","FixedCarbon",0.66392,"low"
"974",14,"19","FixedCarbon",0.49541,"low"
"975",15,"19","FixedCarbon",0.44154,"low"
"976",16,"19","FixedCarbon",0.31324,"low"
"977",17,"19","FixedCarbon",0.32002,"low"
"978",18,"19","FixedCarbon",0.37139,"low"
"979",19,"19","FixedCarbon",0.40624,"low"
"980",20,"19","FixedCarbon",0.12732,"low"
"981",1,"20","FixedCarbon",0.17456,"low"
"982",2,"20","FixedCarbon",0.40274,"low"
"983",3,"20","FixedCarbon",0.37536,"low"
"984",4,"20","FixedCarbon",0.6176,"low"
"985",5,"20","FixedCarbon",0.54272,"low"
"986",6,"20","FixedCarbon",0.52828,"low"
"987",7,"20","FixedCarbon",0.75105,"low"
"988",8,"20","FixedCarbon",0.52756,"low"
"989",9,"20","FixedCarbon",0.53805,"low"
"990",10,"20","FixedCarbon",0.50697,"low"
"991",11,"20","FixedCarbon",0.75734,"low"
"992",12,"20","FixedCarbon",0.64044,"low"
"993",13,"20","FixedCarbon",0.54012,"low"
"994",14,"20","FixedCarbon",0.34908,"low"
"995",15,"20","FixedCarbon",0.36529,"low"
"996",16,"20","FixedCarbon",0.27312,"low"
"997",17,"20","FixedCarbon",0.27312,"low"
"998",18,"20","FixedCarbon",0.32854,"low"
"999",19,"20","FixedCarbon",0.33925,"low"
"1000",20,"20","FixedCarbon",0.13642,"low"
"1001",1,"21","FixedCarbon",0.13484,"low"
"1002",2,"21","FixedCarbon",0.41611,"low"
"1003",3,"21","FixedCarbon",0.40301,"low"
"1004",4,"21","FixedCarbon",0.27749,"low"
"1005",5,"21","FixedCarbon",0.2774,"low"
"1006",6,"21","FixedCarbon",0.29981,"low"
"1007",7,"21","FixedCarbon",0.30977,"low"
"1008",8,"21","FixedCarbon",0.56817,"low"
"1009",9,"21","FixedCarbon",0.60244,"low"
"1010",10,"21","FixedCarbon",0.4676,"low"
"1011",11,"21","FixedCarbon",0.42845,"low"
"1012",12,"21","FixedCarbon",0.42845,"low"
"1013",13,"21","FixedCarbon",0.72099,"low"
"1014",14,"21","FixedCarbon",0.52884,"low"
"1015",15,"21","FixedCarbon",0.54641,"low"
"1016",16,"21","FixedCarbon",0.41305,"low"
